location,size,total_sqft,bath,price,bhk,price_per_sqft
Whitefield,4 BHK,2882.0,5.0,200.0,4,6939.625260235947
Whitefield,2 BHK,1170.0,2.0,56.0,2,4786.324786324786
Whitefield,3 BHK,1639.5,3.0,92.63,3,5649.893260140287
Whitefield,2 BHK,1390.0,2.0,72.0,2,5179.856115107914
Whitefield,3 BHK,1634.0,3.0,68.0,3,4161.566707466341
Whitefield,2 BHK,1190.0,2.0,70.0,2,5882.35294117647
Whitefield,2 BHK,1105.0,2.0,35.4,2,3203.6199095022625
Whitefield,2 BHK,1270.0,2.0,94.0,2,7401.574803149606
Whitefield,2 BHK,1220.0,2.0,89.0,2,7295.081967213115
Whitefield,2 BHK,1116.0,2.0,51.91,2,4651.433691756272
Whitefield,3 BHK,1436.0,2.0,62.15,3,4327.994428969359
Whitefield,3 BHK,3758.0,3.0,300.0,3,7982.969664715274
Whitefield,3 BHK,1452.0,2.0,46.29,3,3188.0165289256197
Whitefield,2 BHK,1370.0,2.0,56.0,2,4087.5912408759123
Whitefield,2 BHK,1050.0,2.0,43.0,2,4095.2380952380954
Whitefield,3 BHK,1496.0,2.0,71.81,3,4800.133689839572
Whitefield,2 BHK,1216.0,2.0,72.0,2,5921.0526315789475
Whitefield,2 BHK,1158.0,2.0,55.0,2,4749.568221070812
Whitefield,4 Bedroom,5400.0,5.0,475.0,4,8796.296296296296
Whitefield,3 BHK,1396.0,3.0,74.0,3,5300.859598853868
Whitefield,2 BHK,1175.0,2.0,41.0,2,3489.3617021276596
Whitefield,2 BHK,1315.0,2.0,55.0,2,4182.509505703422
Whitefield,3 BHK,1451.0,2.0,46.4,3,3197.7946243969677
Whitefield,2 BHK,1063.0,2.0,42.52,2,4000.0
Whitefield,2 BHK,1346.0,2.0,76.01,2,5647.102526002973
Whitefield,2 BHK,1276.0,2.0,69.5,2,5446.7084639498435
Whitefield,2 BHK,1317.0,2.0,52.0,2,3948.3675018982535
Whitefield,4 BHK,2858.0,4.0,137.0,4,4793.561931420574
Whitefield,3 BHK,1615.0,3.0,96.9,3,6000.0
Whitefield,2 BHK,1220.0,2.0,55.0,2,4508.196721311476
Whitefield,2 BHK,1116.0,2.0,48.76,2,4369.1756272401435
Whitefield,3 BHK,1400.0,2.0,56.0,3,4000.0
Whitefield,2 BHK,1140.0,2.0,55.0,2,4824.561403508772
Whitefield,2 BHK,1295.0,2.0,64.5,2,4980.694980694981
Whitefield,2 BHK,1200.0,2.0,70.0,2,5833.333333333333
Whitefield,2 BHK,1015.0,2.0,56.0,2,5517.241379310345
Whitefield,3 BHK,1430.0,3.0,52.0,3,3636.3636363636365
Whitefield,2 BHK,1216.0,2.0,75.0,2,6167.763157894737
Whitefield,3 BHK,1010.0,2.0,45.0,3,4455.445544554455
Whitefield,3 BHK,2321.0,4.0,157.0,3,6764.325721671693
Whitefield,2 BHK,1224.0,2.0,75.0,2,6127.450980392156
Whitefield,3 BHK,1655.0,3.0,113.0,3,6827.794561933535
Whitefield,3 BHK,1740.0,3.0,85.0,3,4885.057471264367
Whitefield,5 Bedroom,4144.0,5.0,331.0,5,7987.451737451737
Whitefield,2 BHK,925.0,2.0,35.0,2,3783.7837837837837
Whitefield,2 BHK,1175.0,2.0,50.0,2,4255.31914893617
Whitefield,3 Bedroom,1200.0,3.0,67.75,3,5645.833333333333
Whitefield,4 BHK,2444.0,4.0,145.0,4,5932.896890343699
Whitefield,2 BHK,1270.0,2.0,110.0,2,8661.417322834646
Whitefield,3 BHK,1660.0,3.0,110.0,3,6626.506024096386
Whitefield,2 BHK,1270.0,2.0,105.0,2,8267.71653543307
Whitefield,2 BHK,1315.0,2.0,69.5,2,5285.171102661597
Whitefield,2 BHK,1173.0,2.0,78.2,2,6666.666666666667
Whitefield,2 BHK,1362.0,2.0,85.0,2,6240.822320117474
Whitefield,2 BHK,955.0,2.0,38.19,2,3998.952879581152
Whitefield,3 BHK,1457.0,2.0,105.0,3,7206.588881262869
Whitefield,3 BHK,1720.0,3.0,128.0,3,7441.860465116279
Whitefield,3 Bedroom,1500.0,3.0,61.9,3,4126.666666666667
Whitefield,2 BHK,1495.0,2.0,78.0,2,5217.391304347826
Whitefield,2 BHK,1270.0,2.0,52.0,2,4094.488188976378
Whitefield,3 BHK,1564.0,3.0,103.0,3,6585.677749360614
Whitefield,2 BHK,1240.0,2.0,41.0,2,3306.451612903226
Whitefield,3 Bedroom,1500.0,3.0,71.0,3,4733.333333333333
Whitefield,3 BHK,1404.0,2.0,59.0,3,4202.279202279202
Whitefield,3 BHK,1639.0,3.0,107.0,3,6528.370957901159
Whitefield,3 BHK,1760.0,3.0,139.0,3,7897.727272727273
Whitefield,1 BHK,613.0,1.0,48.0,1,7830.342577487765
Whitefield,3 BHK,1730.0,3.0,125.0,3,7225.43352601156
Whitefield,3 BHK,1453.0,2.0,58.0,3,3991.741225051617
Whitefield,1 BHK,877.0,1.0,59.0,1,6727.480045610034
Whitefield,4 BHK,2856.0,5.0,154.5,4,5409.663865546218
Whitefield,5 Bedroom,3453.0,4.0,231.0,5,6689.834926151173
Yelachenahalli,3 BHK,1400.0,2.0,55.0,3,3928.5714285714284
Yelachenahalli,3 BHK,1464.0,2.0,105.0,3,7172.131147540984
Yelachenahalli,2 BHK,2400.0,1.0,150.0,2,6250.0
Yelachenahalli,3 BHK,1700.0,3.0,130.0,3,7647.058823529412
Yelachenahalli,2 BHK,1080.0,2.0,55.0,2,5092.592592592592
Yelachenahalli,2 BHK,1400.0,2.0,78.0,2,5571.428571428572
Yelachenahalli,3 BHK,1330.0,3.0,73.5,3,5526.315789473684
Yelachenahalli,2 BHK,800.0,1.0,30.0,2,3750.0
Yelachenahalli,2 BHK,1100.0,2.0,60.0,2,5454.545454545455
Yelachenahalli,3 BHK,1365.0,2.0,72.0,3,5274.725274725275
Yelachenahalli,2 BHK,1103.0,2.0,55.0,2,4986.400725294651
Yelachenahalli,2 BHK,1000.0,2.0,50.0,2,5000.0
Yelahanka,3 BHK,1600.0,2.0,75.0,3,4687.5
Yelahanka,2 BHK,1326.0,2.0,78.0,2,5882.35294117647
Yelahanka,3 BHK,1282.0,2.0,48.7,3,3798.751950078003
Yelahanka,2 BHK,1350.0,2.0,55.55,2,4114.814814814815
Yelahanka,2 BHK,1035.0,2.0,45.0,2,4347.826086956522
Yelahanka,2 BHK,1350.0,2.0,54.0,2,4000.0
Yelahanka,2 BHK,1132.5,2.0,48.13,2,4249.889624724062
Yelahanka,2 BHK,1210.0,2.0,45.98,2,3800.0
Yelahanka,3 BHK,1705.0,3.0,95.0,3,5571.847507331378
Yelahanka,2 BHK,1234.0,2.0,80.0,2,6482.982171799027
Yelahanka,2 BHK,1315.0,2.0,85.0,2,6463.878326996198
Yelahanka,2 BHK,1170.0,2.0,62.5,2,5341.880341880342
Yelahanka,3 BHK,1450.0,3.0,65.255,3,4500.3448275862065
Yelahanka,1 BHK,697.0,1.0,45.0,1,6456.241032998565
Yelahanka,2 BHK,1120.0,2.0,55.0,2,4910.714285714285
Yelahanka,3 BHK,2195.0,4.0,127.0,3,5785.876993166287
Yelahanka,2 BHK,1075.0,2.0,51.5,2,4790.697674418605
Yelahanka,3 BHK,1614.0,3.0,95.0,3,5885.9975216852545
Yelahanka,3 BHK,1381.0,2.0,52.48,3,3800.1448225923245
Yelahanka,1 BHK,628.0,1.0,24.0,1,3821.6560509554142
Yelahanka,2 BHK,890.0,2.0,40.0,2,4494.38202247191
Yelahanka,3 BHK,1815.0,3.0,82.0,3,4517.906336088155
Yelahanka,1 BHK,654.0,1.0,38.4,1,5871.559633027523
Yelahanka,2 BHK,1150.0,2.0,46.0,2,4000.0
Yelahanka,3 BHK,1705.0,3.0,74.16,3,4349.560117302053
Yelahanka,4 Bedroom,3042.0,4.0,131.0,4,4306.37738330046
Yelahanka,2 BHK,1065.0,2.0,40.84,2,3834.7417840375592
Yelahanka,2 BHK,1036.0,2.0,39.35,2,3798.262548262548
Yelahanka,2 BHK,1300.0,2.0,65.0,2,5000.0
Yelahanka,3 BHK,1825.0,3.0,105.0,3,5753.424657534247
Yelahanka,3 BHK,1603.0,3.0,96.0,3,5988.7710542732375
Yelahanka,2 BHK,1304.0,2.0,79.0,2,6058.2822085889575
Yelahanka,3 BHK,1455.0,3.0,61.5,3,4226.80412371134
Yelahanka,2 BHK,1180.0,2.0,42.0,2,3559.322033898305
Yelahanka,3 BHK,1616.0,3.0,65.0,3,4022.2772277227723
Yelahanka,2 BHK,915.0,2.0,48.0,2,5245.901639344263
Yelahanka,2 BHK,1026.0,2.0,41.0,2,3996.101364522417
Yelahanka,3 BHK,1517.0,3.0,76.3,3,5029.663810151615
Yelahanka,2 BHK,600.0,2.0,27.0,2,4500.0
Yelahanka,2 BHK,1274.0,2.0,48.42,2,3800.6279434850862
Yelahanka,2 BHK,1327.0,2.0,85.0,2,6405.42577241899
Yelahanka,3 BHK,1371.0,2.0,65.0,3,4741.064916119621
Yelahanka,3 BHK,1712.0,3.0,82.0,3,4789.719626168225
Yelahanka,3 BHK,1566.0,3.0,97.0,3,6194.125159642401
Yelahanka,3 BHK,1180.0,3.0,55.0,3,4661.016949152542
Yelahanka,2 BHK,1270.0,2.0,78.0,2,6141.7322834645665
Yelahanka,3 BHK,1400.0,2.0,80.54,3,5752.857142857143
Yelahanka,3 BHK,1391.0,2.0,64.5,3,4636.951833213516
Yelahanka,2 BHK,1322.0,2.0,86.0,2,6505.295007564297
Yelahanka,2 BHK,1100.0,2.0,70.0,2,6363.636363636364
Yelahanka,2 Bedroom,1200.0,2.0,70.0,2,5833.333333333333
Yelahanka,2 BHK,1326.0,2.0,57.0,2,4298.6425339366515
Yelahanka,5 Bedroom,4000.0,5.0,220.0,5,5500.0
Yelahanka,4 Bedroom,2675.0,4.0,140.0,4,5233.644859813084
Yelahanka,3 BHK,1500.0,2.0,63.0,3,4200.0
Yelahanka,1 BHK,654.0,1.0,37.0,1,5657.492354740061
Yelahanka,3 BHK,1465.0,3.0,80.01,3,5461.433447098977
Yelahanka,3 BHK,1721.0,3.0,80.86,3,4698.4311446833235
Yelahanka,2 BHK,1060.0,2.0,40.0,2,3773.5849056603774
Yelahanka,2 BHK,1226.0,2.0,52.71,2,4299.347471451876
Yelahanka,3 BHK,1692.0,3.0,83.0,3,4905.437352245863
Yelahanka,2 BHK,1033.0,2.0,52.58,2,5090.0290416263315
Yelahanka,2 BHK,1390.0,2.0,65.31,2,4698.561151079137
Yelahanka,2 BHK,1040.0,2.0,48.86,2,4698.076923076923
Yelahanka,3 BHK,1345.0,2.0,57.0,3,4237.918215613383
Yelahanka,3 BHK,2145.0,3.0,125.0,3,5827.505827505827
Yelahanka,2 BHK,1200.0,2.0,54.0,2,4500.0
Yelahanka,2 BHK,1322.0,2.0,75.0,2,5673.2223903177
Yelahanka,2 BHK,1036.0,2.0,39.37,2,3800.1930501930497
Yelahanka,2 BHK,1405.0,2.0,50.58,2,3600.0
Yelahanka,1 BHK,602.0,1.0,26.0,1,4318.936877076412
Yelahanka,2 BHK,1100.0,2.0,60.0,2,5454.545454545455
Yelahanka,3 BHK,1614.0,2.0,100.0,3,6195.786864931846
Yelahanka,3 BHK,1890.0,3.0,108.0,3,5714.285714285715
Yelahanka,3 BHK,1556.0,3.0,86.0,3,5526.9922879177375
Yelahanka,3 BHK,1610.0,4.0,85.0,3,5279.503105590062
Yelahanka,3 BHK,1075.0,2.0,42.0,3,3906.9767441860463
Yelahanka,3 BHK,1484.0,2.0,56.4,3,3800.5390835579515
Yelahanka,2 BHK,1260.0,2.0,59.2,2,4698.412698412699
Yelahanka,2 BHK,1102.0,2.0,52.0,2,4718.693284936479
Yelahanka,2 BHK,1519.0,2.0,65.0,2,4279.131007241606
Yelahanka,3 BHK,1859.0,3.0,108.0,3,5809.575040344271
Yelahanka,2 BHK,1050.0,2.0,45.0,2,4285.714285714285
Yelahanka,2 BHK,1322.0,2.0,80.0,2,6051.437216338881
Yelahanka,2 BHK,1285.0,2.0,56.0,2,4357.976653696498
Yelahanka,2 BHK,845.0,2.0,43.0,2,5088.757396449704
Yelahanka,4 BHK,2600.0,4.0,175.0,4,6730.7692307692305
Yelahanka,2 BHK,1305.0,2.0,78.0,2,5977.0114942528735
Yelahanka,2 BHK,1180.0,2.0,56.0,2,4745.762711864407
Yelahanka,3 BHK,1711.0,3.0,85.61,3,5003.506721215664
Yelahanka,2 BHK,1315.0,2.0,75.0,2,5703.42205323194
Yelahanka,6 Bedroom,3600.0,6.0,200.0,6,5555.555555555556
Yelahanka,2 BHK,1390.0,2.0,70.21,2,5051.079136690647
Yelahanka,3 BHK,1614.0,3.0,95.0,3,5885.9975216852545
Yelahanka,3 BHK,1650.0,3.0,105.0,3,6363.636363636364
Yelahanka,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
Yelahanka,2 BHK,990.0,2.0,37.62,2,3799.9999999999995
Yelahanka,2 BHK,935.0,2.0,35.53,2,3800.0
Yelahanka,3 BHK,1282.0,2.0,48.72,3,3800.312012480499
Yelahanka,4 Bedroom,3990.0,4.0,260.0,4,6516.290726817043
Yelahanka,3 BHK,1620.0,3.0,90.0,3,5555.555555555556
Yelahanka,1 BHK,654.0,1.0,36.25,1,5542.813455657492
Yelahanka,3 BHK,1614.0,3.0,93.0,3,5762.081784386617
Yelahanka,1 BHK,694.0,1.0,30.84,1,4443.804034582133
Yelahanka,2 BHK,1115.0,2.0,60.0,2,5381.165919282511
Yelahanka,3 BHK,2317.0,4.0,140.0,3,6042.296072507553
Yelahanka,3 BHK,1653.0,3.0,93.0,3,5626.134301270417
Yelahanka,1 BHK,654.0,1.0,38.0,1,5810.397553516819
Yelahanka,2 Bedroom,1633.0,2.0,72.0,2,4409.0630740967545
Yelahanka,2 BHK,1445.0,2.0,82.0,2,5674.740484429066
Yelahanka,2 BHK,1225.0,2.0,62.0,2,5061.224489795918
Yelahanka,1 BHK,602.0,1.0,38.0,1,6312.292358803987
Yelahanka,1 BHK,697.0,1.0,35.0,1,5021.520803443329
Yelahanka,2 BHK,1065.0,2.0,41.38,2,3885.446009389672
Yelahanka,1 BHK,682.0,1.0,36.23,1,5312.316715542522
Yelahanka,2 BHK,1023.0,2.0,52.59,2,5140.762463343109
Yelahanka,3 BHK,1560.0,2.0,98.0,3,6282.051282051282
Yelahanka,3 BHK,1780.0,3.0,107.0,3,6011.23595505618
Yelahanka,3 BHK,1342.0,2.0,75.0,3,5588.673621460507
Yelahanka,3 BHK,1823.0,3.0,103.0,3,5650.027427317608
Yelahanka,3 BHK,1792.0,3.0,104.0,3,5803.571428571428
Yelahanka,2 BHK,1304.0,2.0,69.97,2,5365.79754601227
Yelahanka,2 BHK,1250.0,2.0,54.0,2,4320.0
Yelahanka,2 BHK,1270.0,2.0,57.0,2,4488.188976377953
Yelahanka,2 BHK,1300.0,2.0,69.23,2,5325.384615384615
Yelahanka,3 BHK,1705.0,3.0,91.0,3,5337.243401759531
Yelahanka,3 BHK,1890.0,4.0,85.0,3,4497.354497354498
Yelahanka,3 BHK,1835.0,3.0,108.0,3,5885.558583106267
Yelahanka,3 BHK,1847.0,3.0,92.0,3,4981.050351922036
Yelahanka,5 Bedroom,2500.0,3.0,120.0,5,4800.0
Yelahanka,3 BHK,1890.0,3.0,109.0,3,5767.195767195767
Yelahanka,1 BHK,700.0,1.0,38.0,1,5428.571428571428
Yelahanka,3 BHK,1491.0,3.0,85.0,3,5700.871898054997
Yelahanka,4 Bedroom,2088.0,5.0,110.0,4,5268.199233716475
Yelahanka,2 BHK,1185.0,2.0,45.0,2,3797.46835443038
Yelahanka,3 BHK,1517.0,3.0,71.28,3,4698.7475280158205
Yelahanka,3 BHK,1756.0,3.0,66.73,3,3800.113895216401
Yelahanka,3 BHK,1600.0,3.0,100.0,3,6250.0
Yelahanka,3 BHK,1664.0,3.0,73.95,3,4444.110576923077
Yelahanka,2 BHK,1140.0,2.0,50.66,2,4443.859649122807
Yelahanka,2 BHK,1200.0,2.0,60.0,2,5000.0
Yelahanka,3 BHK,1705.0,3.0,85.0,3,4985.337243401759
Yelahanka,3 BHK,1350.0,2.0,85.0,3,6296.2962962962965
Yelahanka,3 BHK,1633.0,3.0,110.0,3,6736.068585425597
Yelahanka,1 BHK,827.5,1.0,42.535,1,5140.181268882176
Yelahanka,2 BHK,1195.0,2.0,53.105,2,4443.933054393306
Yelahanka,3 BHK,1355.0,2.0,75.0,3,5535.055350553505
Yelahanka,4 BHK,3175.0,4.0,156.0,4,4913.385826771653
Yelahanka,2 BHK,1408.0,2.0,58.0,2,4119.318181818182
Yelahanka,2 BHK,1104.0,2.0,58.0,2,5253.623188405797
Yelahanka,3 BHK,1325.0,2.0,58.0,3,4377.358490566037
Yelahanka,2 BHK,1175.0,2.0,67.77,2,5767.659574468085
Yelahanka,2 BHK,1322.0,2.0,77.9,2,5892.586989409986
Yelahanka,1 BHK,602.0,1.0,33.0,1,5481.72757475083
Yelahanka,2 BHK,1315.0,2.0,77.0,2,5855.513307984791
Yelahanka,3 BHK,1430.0,3.0,61.0,3,4265.734265734266
Yelahanka,3 BHK,1355.0,2.0,51.5,3,3800.7380073800737
Yelahanka,1 BHK,567.0,1.0,25.0,1,4409.171075837742
Yelahanka,2 BHK,1045.0,2.0,45.0,2,4306.2200956937795
Yelahanka,1 BHK,602.0,2.0,30.0,1,4983.388704318937
Yelahanka,2 BHK,1362.0,2.0,66.0,2,4845.814977973569
Yelahanka,2 BHK,1234.0,2.0,80.0,2,6482.982171799027
Yelahanka,3 BHK,1282.0,2.0,48.72,3,3800.312012480499
Yelahanka,2 BHK,1180.0,2.0,55.0,2,4661.016949152542
Yelahanka,2 BHK,1267.0,3.0,78.0,2,6156.274664561957
Yelahanka,2 BHK,1360.0,2.0,78.19,2,5749.264705882353
Yelahanka,2 BHK,1025.0,2.0,44.0,2,4292.682926829269
Yelahanka New Town,1 BHK,650.0,1.0,33.0,1,5076.923076923077
Yelahanka New Town,1 BHK,500.0,1.0,20.0,1,4000.0
Yelahanka New Town,1 BHK,440.0,1.0,16.5,1,3750.0
Yelahanka New Town,3 BHK,1610.0,3.0,92.0,3,5714.285714285715
Yelahanka New Town,3 BHK,1700.0,3.0,90.0,3,5294.117647058823
Yelahanka New Town,1 BHK,650.0,1.0,20.0,1,3076.923076923077
Yelahanka New Town,1 BHK,350.0,1.0,13.5,1,3857.1428571428573
Yelahanka New Town,3 BHK,1541.0,3.0,80.0,3,5191.434133679429
Yelahanka New Town,2 BHK,1385.0,2.0,65.0,2,4693.140794223827
Yelahanka New Town,1 BHK,500.0,2.0,24.0,1,4800.0
Yelahanka New Town,1 BHK,650.0,1.0,17.0,1,2615.3846153846152
Yelahanka New Town,1 BHK,450.0,1.0,16.0,1,3555.5555555555557
Yelahanka New Town,3 BHK,1599.0,3.0,80.0,3,5003.126954346467
Yelahanka New Town,2 BHK,960.0,2.0,50.0,2,5208.333333333333
Yelahanka New Town,4 BHK,2095.0,3.0,109.0,4,5202.863961813842
Yelahanka New Town,3 BHK,1209.0,2.0,65.0,3,5376.344086021505
Yelahanka New Town,3 BHK,1400.0,2.0,80.0,3,5714.285714285715
Yelahanka New Town,1 BHK,450.0,1.0,15.0,1,3333.3333333333335
Yelahanka New Town,1 BHK,500.0,1.0,18.0,1,3600.0
Yelahanka New Town,3 BHK,1420.0,2.0,75.0,3,5281.69014084507
Yelahanka New Town,3 BHK,2437.0,3.0,125.0,3,5129.257283545343
Yelahanka New Town,2 Bedroom,2200.0,2.0,180.0,2,8181.818181818182
Yelahanka New Town,1 BHK,488.0,1.0,20.0,1,4098.360655737705
Yelahanka New Town,2 BHK,1100.0,2.0,58.0,2,5272.727272727273
Yelahanka New Town,2 BHK,860.0,1.0,31.0,2,3604.6511627906975
Yelahanka New Town,3 BHK,1800.0,2.0,45.0,3,2500.0
Yelahanka New Town,2 BHK,1000.0,2.0,44.0,2,4400.0
Yelahanka New Town,1 BHK,650.0,1.0,18.0,1,2769.230769230769
Yelahanka New Town,3 BHK,1426.0,2.0,61.5,3,4312.762973352033
Yelahanka New Town,3 Bedroom,1740.0,3.0,150.0,3,8620.689655172413
Yelahanka New Town,2 BHK,1290.0,2.0,70.0,2,5426.356589147287
Yelahanka New Town,3 BHK,1000.0,2.0,48.0,3,4800.0
Yelenahalli,2 BHK,1240.0,2.0,47.12,2,3800.0
Yelenahalli,2 BHK,1200.0,2.0,46.17,2,3847.5
Yelenahalli,3 BHK,1600.0,3.0,61.37,3,3835.625
Yelenahalli,2 BHK,1260.0,2.0,47.88,2,3800.0
Yelenahalli,3 BHK,1500.0,2.0,57.0,3,3800.0
Yelenahalli,2 BHK,1175.0,2.0,50.0,2,4255.31914893617
Yelenahalli,3 BHK,1650.0,3.0,68.0,3,4121.212121212121
Yelenahalli,2 BHK,1200.0,2.0,45.6,2,3800.0
Yelenahalli,2 BHK,1200.0,2.0,46.17,2,3847.5
Yelenahalli,2 BHK,1160.0,2.0,44.08,2,3800.0
Yeshwanthpur,3 BHK,2502.0,3.0,138.0,3,5515.587529976019
Yeshwanthpur,3 BHK,1693.0,3.0,108.0,3,6379.208505611341
Yeshwanthpur,1 BHK,667.0,1.0,36.85,1,5524.737631184408
Yeshwanthpur,4 BHK,1950.0,4.0,130.0,4,6666.666666666667
Yeshwanthpur,2 BHK,1170.0,2.0,57.0,2,4871.794871794872
Yeshwanthpur,1 BHK,665.0,1.0,36.85,1,5541.353383458647
Yeshwanthpur,2 BHK,1161.0,2.0,64.08,2,5519.37984496124
Yeshwanthpur,3 BHK,2557.0,3.0,141.0,3,5514.274540477121
Yeshwanthpur,3 BHK,1850.0,3.0,100.0,3,5405.405405405405
Yeshwanthpur,1 BHK,671.0,1.0,36.85,1,5491.803278688524
Yeshwanthpur,2 BHK,1277.5,2.0,95.815,2,7500.1956947162425
Yeshwanthpur,1 BHK,668.0,1.0,36.85,1,5516.4670658682635
Yeshwanthpur,2 BHK,1185.0,2.0,75.84,2,6400.0
Yeshwanthpur,2 BHK,1195.0,2.0,100.0,2,8368.200836820084
Yeshwanthpur,3 BHK,1313.0,3.0,96.0,3,7311.500380807312
Yeshwanthpur,2 BHK,1400.0,2.0,100.0,2,7142.857142857143
Yeshwanthpur,3 BHK,2559.0,3.0,141.0,3,5509.964830011723
Yeshwanthpur,3 BHK,1430.0,3.0,72.0,3,5034.965034965035
Yeshwanthpur,1 BHK,673.0,1.0,36.85,1,5475.482912332838
Yeshwanthpur,2 BHK,717.0,2.0,49.475,2,6900.278940027894
Yeshwanthpur,4 BHK,3600.0,5.0,220.0,4,6111.111111111111
Yeshwanthpur,2 BHK,1168.0,2.0,64.08,2,5486.301369863014
Yeshwanthpur,1 BHK,605.0,1.0,41.745,1,6899.999999999999
Yeshwanthpur,3 BHK,1382.0,2.0,76.18,3,5512.301013024603
Yeshwanthpur,1 BHK,669.0,1.0,36.85,1,5508.221225710015
Yeshwanthpur,3 BHK,1385.0,2.0,76.18,3,5500.3610108303255
Yeshwanthpur,3 BHK,3027.0,4.0,260.0,3,8589.362405021473
Yeshwanthpur,2 Bedroom,1200.0,2.0,63.0,2,5250.0
Yeshwanthpur,3 BHK,1679.0,3.0,92.13,3,5487.194758784991
Yeshwanthpur,1 BHK,670.0,1.0,36.85,1,5500.0
Yeshwanthpur,3 BHK,1381.0,2.0,76.18,3,5516.292541636496
Yeshwanthpur,3 BHK,1678.0,3.0,92.13,3,5490.464839094159
Yeshwanthpur,2 BHK,1240.0,2.0,80.0,2,6451.612903225807
Yeshwanthpur,3 BHK,1713.0,3.0,110.0,3,6421.482778750729
Yeshwanthpur,2 BHK,1144.0,2.0,67.0,2,5856.643356643357
Yeshwanthpur,2 BHK,1541.0,2.0,130.0,2,8436.080467229072
Yeshwanthpur,3 BHK,2501.0,3.0,138.0,3,5517.792882846861
Yeshwanthpur,2 Bedroom,1362.0,2.0,100.0,2,7342.143906020558
Yeshwanthpur,1 BHK,666.0,1.0,36.8,1,5525.525525525525
Yeshwanthpur,3 BHK,1855.0,3.0,140.0,3,7547.169811320755
Yeshwanthpur,3 BHK,2504.0,3.0,138.0,3,5511.182108626198
Yeshwanthpur,2 BHK,1165.0,2.0,85.0,2,7296.137339055794
Yeshwanthpur,2 BHK,1163.0,2.0,64.08,2,5509.888220120379
Yeshwanthpur,2 BHK,1165.0,2.0,64.08,2,5500.429184549356
Yeshwanthpur,3 BHK,1825.0,3.0,145.0,3,7945.2054794520545
Yeshwanthpur,3 BHK,1384.0,2.0,76.18,3,5504.3352601156075
Yeshwanthpur,1 BHK,994.0,2.0,54.67,1,5500.0
Yeshwanthpur,1 BHK,650.0,1.0,40.0,1,6153.846153846154
Yeshwanthpur,3 BHK,1855.0,3.0,140.0,3,7547.169811320755
Yeshwanthpur,3 BHK,1500.0,3.0,100.0,3,6666.666666666667
Yeshwanthpur,2 BHK,1167.0,2.0,64.08,2,5491.002570694088
Yeshwanthpur,2 BHK,1164.0,2.0,64.08,2,5505.154639175258
Yeshwanthpur,3 BHK,1520.0,3.0,85.0,3,5592.105263157895
Yeshwanthpur,3 BHK,1677.0,3.0,92.13,3,5493.738819320215
Yeshwanthpur,1 BHK,674.0,1.0,36.85,1,5467.359050445104
Yeshwanthpur,3 BHK,1383.0,2.0,76.18,3,5508.315256688359
Yeshwanthpur,1 BHK,672.0,1.0,36.85,1,5483.630952380952
Yeshwanthpur,2 BHK,1162.0,2.0,64.08,2,5514.629948364888
Yeshwanthpur,2 BHK,1166.0,2.0,64.08,2,5495.711835334477
Yeshwanthpur,2 BHK,1195.0,2.0,100.0,2,8368.200836820084
Yeshwanthpur,3 BHK,1692.0,3.0,108.0,3,6382.978723404255
Yeshwanthpur,2 BHK,1169.0,2.0,64.08,2,5481.6082121471345
Yeshwanthpur,6 Bedroom,2500.0,5.0,185.0,6,7400.0
Yeshwanthpur,3 BHK,2500.0,3.0,138.0,3,5520.0
Yeshwanthpur,2 BHK,1160.0,2.0,64.08,2,5524.137931034483
Yeshwanthpur,3 BHK,1676.0,3.0,92.13,3,5497.016706443914
Yeshwanthpur,3 BHK,2503.0,3.0,138.0,3,5513.383939272872
Yeshwanthpur,3 BHK,1855.0,3.0,135.0,3,7277.628032345014
Yeshwanthpur,3 BHK,1876.0,3.0,160.0,3,8528.784648187633
Yeshwanthpur,3 BHK,1675.0,3.0,92.13,3,5500.298507462687
other,3 BHK,2770.0,4.0,290.0,3,10469.314079422382
other,2 BHK,1100.0,2.0,48.0,2,4363.636363636364
other,3 BHK,1250.0,3.0,56.0,3,4480.0
other,1 BHK,600.0,1.0,38.0,1,6333.333333333333
other,2 BHK,869.0,2.0,36.0,2,4142.692750287687
other,2 BHK,1270.0,2.0,50.0,2,3937.0078740157483
other,2 BHK,1500.0,2.0,185.0,2,12333.333333333334
other,2 BHK,840.0,2.0,45.0,2,5357.142857142857
other,3 Bedroom,4395.0,3.0,240.0,3,5460.750853242321
other,2 BHK,845.0,2.0,55.0,2,6508.87573964497
other,3 BHK,2511.0,3.0,205.0,3,8164.078056551175
other,3 BHK,1660.0,2.0,105.0,3,6325.301204819277
other,3 BHK,1450.0,2.0,70.0,3,4827.586206896552
other,2 BHK,1200.0,2.0,65.0,2,5416.666666666667
other,3 Bedroom,1200.0,3.0,90.0,3,7500.0
other,2 BHK,1007.0,2.0,43.0,2,4270.109235352532
other,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
other,2 BHK,966.0,2.0,49.9,2,5165.631469979296
other,2 BHK,782.0,2.0,55.68,2,7120.204603580562
other,3 BHK,1800.0,3.0,120.0,3,6666.666666666667
other,3 BHK,1413.0,2.0,75.0,3,5307.855626326964
other,2 BHK,945.0,2.0,54.0,2,5714.285714285715
other,3 BHK,1870.0,3.0,110.0,3,5882.35294117647
